Query Sequence	GO:EggNOG GO Molecular
jg7114.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg7114.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg2160.t1	GO:0001883-purine nucleoside binding(L=4)
jg2160.t1	GO:0005096-GTPase activator activity(L=4)
jg2160.t1	GO:0016301-kinase activity(L=4)
jg2160.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg2160.t1	GO:0017076-purine nucleotide binding(L=4)
jg2160.t1	GO:0030695-GTPase regulator activity(L=4)
jg2160.t1	GO:0032549-ribonucleoside binding(L=4)
jg2160.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg2160.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg1328.t1	GO:0020037-heme binding(L=4)
jg1328.t1	GO:0046872-metal ion binding(L=4)
jg17505.t1	GO:0003677-DNA binding(L=4)
jg2771.t1	GO:0016833-oxo-acid-lyase activity(L=4)
jg2771.t1	GO:0046872-metal ion binding(L=4)
jg8110.t1	GO:0001883-purine nucleoside binding(L=4)
jg8110.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg8110.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg8110.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg8110.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg8110.t1	GO:0017076-purine nucleotide binding(L=4)
jg8110.t1	GO:0032549-ribonucleoside binding(L=4)
jg8110.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg8110.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg21443.t1	GO:0046872-metal ion binding(L=4)
jg26163.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg12115.t1	GO:0003677-DNA binding(L=4)
jg2801.t1	GO:0001883-purine nucleoside binding(L=4)
jg2801.t1	GO:0004518-nuclease activity(L=4)
jg2801.t1	GO:0005548-phospholipid transporter activity(L=4)
jg2801.t1	GO:0008168-methyltransferase activity(L=4)
jg2801.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg2801.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg2801.t1	GO:0016301-kinase activity(L=4)
jg2801.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg2801.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg2801.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg2801.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg2801.t1	GO:0017076-purine nucleotide binding(L=4)
jg2801.t1	GO:0032549-ribonucleoside binding(L=4)
jg2801.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg2801.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg2801.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg2801.t1	GO:0046872-metal ion binding(L=4)
jg11610.t1	GO:0003677-DNA binding(L=4)
jg11610.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg11610.t1	GO:0032549-ribonucleoside binding(L=4)
jg11610.t1	GO:0046872-metal ion binding(L=4)
jg31090.t1	GO:0004802-transketolase activity(L=4)
jg31090.t1	GO:0046872-metal ion binding(L=4)
jg3440.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg3440.t1	GO:0030248-cellulose binding(L=4)
jg16467.t1	GO:0008168-methyltransferase activity(L=4)
jg16467.t1	GO:0016742-hydroxymethyl-, formyl- and related transferase activity(L=4)
jg36046.t1	GO:0008483-transaminase activity(L=4)
jg26652.t1	GO:0003723-RNA binding(L=4)
jg26652.t1	GO:0005231-excitatory extracellular ligand-gated ion channel activity(L=4)
jg26652.t1	GO:0005246-calcium channel regulator activity(L=4)
jg26652.t1	GO:0008200-ion channel inhibitor activity(L=4)
jg26652.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg26652.t1	GO:0015116-sulfate transmembrane transporter activity(L=4)
jg26652.t1	GO:0015267-channel activity(L=4)
jg26652.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg26652.t1	GO:0016682-oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor(L=4)
jg26652.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg26652.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg26652.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg26652.t1	GO:0022834-ligand-gated channel activity(L=4)
jg26652.t1	GO:0022838-substrate-specific channel activity(L=4)
jg26652.t1	GO:0031406-carboxylic acid binding(L=4)
jg26652.t1	GO:0035091-phosphatidylinositol binding(L=4)
jg26652.t1	GO:0036041-long-chain fatty acid binding(L=4)
jg26652.t1	GO:0046872-metal ion binding(L=4)
jg26652.t1	GO:0046982-protein heterodimerization activity(L=4)
jg26652.t1	GO:0050544-arachidonic acid binding(L=4)
jg26652.t1	GO:0051537-2 iron, 2 sulfur cluster binding(L=4)
jg26652.t1	GO:0070300-phosphatidic acid binding(L=4)
jg4420.t1	GO:0008168-methyltransferase activity(L=4)
jg4420.t1	GO:0046872-metal ion binding(L=4)
jg32179.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg32179.t1	GO:0015267-channel activity(L=4)
jg32179.t1	GO:0022838-substrate-specific channel activity(L=4)
jg33022.t1	GO:0016653-oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor(L=4)
jg33022.t1	GO:0046872-metal ion binding(L=4)
jg1536.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg1536.t1	GO:0016836-hydro-lyase activity(L=4)
jg1536.t1	GO:0050661-NADP binding(L=4)
jg24472.t1	GO:0003723-RNA binding(L=4)
jg33087.t1	GO:0001883-purine nucleoside binding(L=4)
jg33087.t1	GO:0016301-kinase activity(L=4)
jg33087.t1	GO:0016776-phosphotransferase activity, phosphate group as acceptor(L=4)
jg33087.t1	GO:0017076-purine nucleotide binding(L=4)
jg33087.t1	GO:0032549-ribonucleoside binding(L=4)
jg33087.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg33087.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg3334.t1	GO:0003677-DNA binding(L=4)
jg15851.t1	GO:0003677-DNA binding(L=4)
jg15851.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg15851.t1	GO:0046872-metal ion binding(L=4)
jg12936.t1	GO:0046872-metal ion binding(L=4)
jg1644.t1	GO:0003677-DNA binding(L=4)
jg1198.t1	GO:0005342-organic acid transmembrane transporter activity(L=4)
jg1198.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg31084.t1	GO:0001883-purine nucleoside binding(L=4)
jg31084.t1	GO:0008483-transaminase activity(L=4)
jg31084.t1	GO:0017076-purine nucleotide binding(L=4)
jg31084.t1	GO:0032549-ribonucleoside binding(L=4)
jg31084.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg31084.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg31084.t1	GO:0046872-metal ion binding(L=4)
jg24817.t1	GO:0001883-purine nucleoside binding(L=4)
jg24817.t1	GO:0003723-RNA binding(L=4)
jg24817.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg24817.t1	GO:0017076-purine nucleotide binding(L=4)
jg24817.t1	GO:0032549-ribonucleoside binding(L=4)
jg24817.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg24817.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg24817.t1	GO:0046872-metal ion binding(L=4)
jg31941.t1	GO:0001883-purine nucleoside binding(L=4)
jg31941.t1	GO:0004709-MAP kinase kinase kinase activity(L=4)
jg31941.t1	GO:0016301-kinase activity(L=4)
jg31941.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg31941.t1	GO:0017076-purine nucleotide binding(L=4)
jg31941.t1	GO:0019199-transmembrane receptor protein kinase activity(L=4)
jg31941.t1	GO:0032549-ribonucleoside binding(L=4)
jg31941.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg31941.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg31941.t1	GO:0046872-metal ion binding(L=4)
jg19924.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg19924.t1	GO:0051287-NAD binding(L=4)
jg29558.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg29558.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg2477.t1	GO:0046872-metal ion binding(L=4)
jg34954.t1	GO:0003677-DNA binding(L=4)
jg18838.t1	GO:0016168-chlorophyll binding(L=4)
jg18838.t1	GO:0046872-metal ion binding(L=4)
jg2176.t1	GO:0003677-DNA binding(L=4)
jg2176.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg5115.t1	GO:0001883-purine nucleoside binding(L=4)
jg5115.t1	GO:0003677-DNA binding(L=4)
jg5115.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg5115.t1	GO:0017022-myosin binding(L=4)
jg5115.t1	GO:0017076-purine nucleotide binding(L=4)
jg5115.t1	GO:0032549-ribonucleoside binding(L=4)
jg5115.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg5115.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg5115.t1	GO:0043531-ADP binding(L=4)
jg5115.t1	GO:0046872-metal ion binding(L=4)
jg1995.t1	GO:0030695-GTPase regulator activity(L=4)
jg2780.t1	GO:0003723-RNA binding(L=4)
jg286.t1	GO:0001883-purine nucleoside binding(L=4)
jg286.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg286.t1	GO:0017076-purine nucleotide binding(L=4)
jg286.t1	GO:0032549-ribonucleoside binding(L=4)
jg286.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg286.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg286.t1	GO:0046872-metal ion binding(L=4)
jg286.t1	GO:0061505-DNA topoisomerase II activity(L=4)
jg2814.t1	GO:0004738-pyruvate dehydrogenase activity(L=4)
jg2814.t1	GO:0016624-oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor(L=4)
jg1791.t1	GO:0001883-purine nucleoside binding(L=4)
jg1791.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg1791.t1	GO:0016876-ligase activity, forming aminoacyl-tRNA and related compounds(L=4)
jg1791.t1	GO:0017076-purine nucleotide binding(L=4)
jg1791.t1	GO:0032549-ribonucleoside binding(L=4)
jg1791.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg1791.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg16782.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg1888.t1	GO:0001883-purine nucleoside binding(L=4)
jg1888.t1	GO:0016301-kinase activity(L=4)
jg1888.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg1888.t1	GO:0017076-purine nucleotide binding(L=4)
jg1888.t1	GO:0032549-ribonucleoside binding(L=4)
jg1888.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg1888.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg1876.t1	GO:0016837-carbon-oxygen lyase activity, acting on polysaccharides(L=4)
jg1876.t1	GO:0046872-metal ion binding(L=4)
jg34532.t1	GO:0003723-RNA binding(L=4)
jg12737.t1	GO:0003677-DNA binding(L=4)
jg12737.t1	GO:0008168-methyltransferase activity(L=4)
jg29427.t1	GO:0003723-RNA binding(L=4)
jg4697.t1	GO:0016868-intramolecular transferase activity, phosphotransferases(L=4)
jg4697.t1	GO:0046872-metal ion binding(L=4)
jg22667.t1	GO:0008168-methyltransferase activity(L=4)
jg1485.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg1485.t1	GO:0046872-metal ion binding(L=4)
jg3290.t1	GO:0008168-methyltransferase activity(L=4)
jg2800.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg2800.t1	GO:0046872-metal ion binding(L=4)
jg24550.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg24550.t1	GO:0046872-metal ion binding(L=4)
jg9917.t1	GO:0005548-phospholipid transporter activity(L=4)
jg9917.t1	GO:0031406-carboxylic acid binding(L=4)
jg9917.t1	GO:0035091-phosphatidylinositol binding(L=4)
jg9917.t1	GO:0036041-long-chain fatty acid binding(L=4)
jg1454.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg2678.t1	GO:0004930-G-protein coupled receptor activity(L=4)
jg2697.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg2697.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg2697.t1	GO:0050660-flavin adenine dinucleotide binding(L=4)
jg29566.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg2568.t1	GO:0003677-DNA binding(L=4)
jg2568.t1	GO:0016790-thiolester hydrolase activity(L=4)
jg1459.t1	GO:0015036-disulfide oxidoreductase activity(L=4)
jg1459.t1	GO:0016862-intramolecular oxidoreductase activity, interconverting keto- and enol-groups(L=4)
jg1459.t1	GO:0016864-intramolecular oxidoreductase activity, transposing S-S bonds(L=4)
jg6442.t1	GO:0015036-disulfide oxidoreductase activity(L=4)
jg6442.t1	GO:0046872-metal ion binding(L=4)
jg6442.t1	GO:0051537-2 iron, 2 sulfur cluster binding(L=4)
jg11415.t1	GO:0003723-RNA binding(L=4)
jg11415.t1	GO:0016301-kinase activity(L=4)
jg11415.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg11415.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg12814.t1	GO:0001883-purine nucleoside binding(L=4)
jg12814.t1	GO:0003677-DNA binding(L=4)
jg12814.t1	GO:0005342-organic acid transmembrane transporter activity(L=4)
jg12814.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg12814.t1	GO:0015198-oligopeptide transporter activity(L=4)
jg12814.t1	GO:0015267-channel activity(L=4)
jg12814.t1	GO:0015291-secondary active transmembrane transporter activity(L=4)
jg12814.t1	GO:0016641-oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor(L=4)
jg12814.t1	GO:0016706-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(L=4)
jg12814.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12814.t1	GO:0017076-purine nucleotide binding(L=4)
jg12814.t1	GO:0022838-substrate-specific channel activity(L=4)
jg12814.t1	GO:0032549-ribonucleoside binding(L=4)
jg12814.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12814.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12814.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg12814.t1	GO:0042887-amide transmembrane transporter activity(L=4)
jg12814.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg12814.t1	GO:1901474-azole transmembrane transporter activity(L=4)
jg1982.t1	GO:0046872-metal ion binding(L=4)
jg1571.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg1571.t1	GO:0015267-channel activity(L=4)
jg1571.t1	GO:0022838-substrate-specific channel activity(L=4)
jg24387.t1	GO:0003677-DNA binding(L=4)
jg15826.t1	GO:0001883-purine nucleoside binding(L=4)
jg15826.t1	GO:0003677-DNA binding(L=4)
jg15826.t1	GO:0004709-MAP kinase kinase kinase activity(L=4)
jg15826.t1	GO:0016301-kinase activity(L=4)
jg15826.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg15826.t1	GO:0017076-purine nucleotide binding(L=4)
jg15826.t1	GO:0032549-ribonucleoside binding(L=4)
jg15826.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg15826.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg30437.t1	GO:0003723-RNA binding(L=4)
jg36359.t1	GO:0016709-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen(L=4)
jg36359.t1	GO:0050660-flavin adenine dinucleotide binding(L=4)
jg36359.t1	GO:0050661-NADP binding(L=4)
jg2378.t1	GO:0005342-organic acid transmembrane transporter activity(L=4)
jg2378.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg2378.t1	GO:0015125-bile acid transmembrane transporter activity(L=4)
jg2378.t1	GO:0015291-secondary active transmembrane transporter activity(L=4)
jg2738.t1	GO:0001883-purine nucleoside binding(L=4)
jg2738.t1	GO:0016709-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen(L=4)
jg2738.t1	GO:0017076-purine nucleotide binding(L=4)
jg2738.t1	GO:0032549-ribonucleoside binding(L=4)
jg2738.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg2738.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg2738.t1	GO:0046872-metal ion binding(L=4)
jg23177.t1	GO:0001883-purine nucleoside binding(L=4)
jg23177.t1	GO:0003677-DNA binding(L=4)
jg23177.t1	GO:0005536-glucose binding(L=4)
jg23177.t1	GO:0016301-kinase activity(L=4)
jg23177.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg23177.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg23177.t1	GO:0017076-purine nucleotide binding(L=4)
jg23177.t1	GO:0032549-ribonucleoside binding(L=4)
jg23177.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg23177.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg23177.t1	GO:0042803-protein homodimerization activity(L=4)
jg23177.t1	GO:0043531-ADP binding(L=4)
jg23177.t1	GO:0046872-metal ion binding(L=4)
jg2130.t1	GO:0003677-DNA binding(L=4)
jg2130.t1	GO:0046872-metal ion binding(L=4)
jg34584.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg34584.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg13762.t1	GO:0008168-methyltransferase activity(L=4)
jg33625.t1	GO:0003723-RNA binding(L=4)
jg2076.t1	GO:0003677-DNA binding(L=4)
jg2702.t1	GO:0046872-metal ion binding(L=4)
jg19334.t1	GO:0008236-serine-type peptidase activity(L=4)
jg19334.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg1161.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg1915.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg15391.t1	GO:0001883-purine nucleoside binding(L=4)
jg15391.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg15391.t1	GO:0017076-purine nucleotide binding(L=4)
jg15391.t1	GO:0032549-ribonucleoside binding(L=4)
jg15391.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg15391.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg1842.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg1842.t1	GO:0016681-oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor(L=4)
jg1842.t1	GO:0020037-heme binding(L=4)
jg1842.t1	GO:0046872-metal ion binding(L=4)
jg2482.t1	GO:0046872-metal ion binding(L=4)
jg1348.t1	GO:0001883-purine nucleoside binding(L=4)
jg1348.t1	GO:0016301-kinase activity(L=4)
jg1348.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg1348.t1	GO:0017076-purine nucleotide binding(L=4)
jg1348.t1	GO:0032549-ribonucleoside binding(L=4)
jg1348.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg1348.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg288.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg288.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg288.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg288.t1	GO:0046872-metal ion binding(L=4)
jg288.t1	GO:0051287-NAD binding(L=4)
jg2192.t1	GO:0001883-purine nucleoside binding(L=4)
jg2192.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg2192.t1	GO:0017022-myosin binding(L=4)
jg2192.t1	GO:0017076-purine nucleotide binding(L=4)
jg2192.t1	GO:0032549-ribonucleoside binding(L=4)
jg2192.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg2192.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg2192.t1	GO:0046982-protein heterodimerization activity(L=4)
