#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PP1S215_81V6.1	3218.PP1S215_81V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=152:Pfam_Ribosomal_S13(14|142)+	Predicted protein; Belongs to the universal ribosomal protein uS13 family	5940325,A9TES6,A9TES6_PHYPA,EDQ58112.1,PHYPADRAFT_221618,PP1S215_81V6,PP1S215_81V6.1,PUT-163a-Physcomitrella_patens-46236,PUT-163a-Physcomitrella_patens-46266,Ppa.446,Predicted protein,UPI00016247B6,XM_001777067,XM_001777067.1,XP_001777119,XP_001777119.1,ppp:PHYPADRAFT_221618
PP1S218_93V6.1	3218.PP1S218_93V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=320:Pfam_Rib_5-P_isom_A(137|312)+	Predicted protein	5.3.1.6,5940483,A9TF97,A9TF97_PHYPA,EC 5.3.1.6,EDQ57908.1,PHYPADRAFT_221767,PP1S218_93V6,PP1S218_93V6.1,PUT-163a-Physcomitrella_patens-77454641,Ppa.6521,Predicted protein,UPI0001625200,XM_001777201,XM_001777201.1,XP_001777253,XP_001777253.1,ppp:PHYPADRAFT_221767
PP1S21_137V6.1	3218.PP1S21_137V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=647:Lactamase_B(122|310)+Flavin_Reduct(498|646)+	Predicted protein	5919379,A9RQ00,A9RQ00_PHYPA,EDQ78945.1,PHYPADRAFT_160322,PP1S21_137V6,PP1S21_137V6.1,PUT-163a-Physcomitrella_patens-7748,PUT-163a-Physcomitrella_patens-7845,Ppa.605,Predicted protein,UPI00016202D3,XM_001756027,XM_001756027.1,XP_001756079,XP_001756079.1,ppp:PHYPADRAFT_160322
PP1S21_318V6.2	3218.PP1S21_318V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=121:Pfam_AhpC-TSA(9|113)+	Predicted protein; Thioredoxin 	5919414,A9RQ57,A9RQ57_PHYPA,EDQ78993.1,PHYPADRAFT_204594,PP1S21_318V6,PP1S21_318V6.1,PP1S21_318V6.2,PUT-163a-Physcomitrella_patens-17565,PUT-163a-Physcomitrella_patens-21655,PUT-163a-Physcomitrella_patens-7600,PUT-163a-Physcomitrella_patens-7601,PUT-163a-Physcomitrella_patens-9083,Ppa.10068,Ppa.392,Predicted protein,Thioredoxin,UPI000161FFB6,XM_001756075,XM_001756075.1,XP_001756127,XP_001756127.1,ppp:PHYPADRAFT_204594
PP1S21_363V6.1	3218.PP1S21_363V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=142:Pfam_Ribosomal_S19e(4|140)+	Predicted protein	5919430,A9RQ90,A9RQ90_PHYPA,EDQ79006.1,PHYPADRAFT_204626,PP1S21_363V6,PP1S21_363V6.1,PUT-163a-Physcomitrella_patens-27323,PUT-163a-Physcomitrella_patens-42854637,PUT-163a-Physcomitrella_patens-42954632,Ppa.3911,Predicted protein,UPI000162003D,XM_001756088,XM_001756088.1,XP_001756140,XP_001756140.1,ppp:PHYPADRAFT_204626
PP1S221_49V6.1	3218.PP1S221_49V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=135:KOW(4|31)+Pfam_Ribosomal_L27e(52|135)+	60S ribosomal protein L27 ; Belongs to the eukaryotic ribosomal protein eL27 family	5940664,60S ribosomal protein L27,A9TFR5,A9TFR5_PHYPA,EDQ57724.1,PHYPADRAFT_194649,PP1S221_49V6,PP1S221_49V6.1,PUT-163a-Physcomitrella_patens-24353,PUT-163a-Physcomitrella_patens-43226,PUT-163a-Physcomitrella_patens-48923,PUT-163a-Physcomitrella_patens-74054633,UPI0001624ACB,XM_001777385,XM_001777385.1,XP_001777437,XP_001777437.1,ppp:PHYPADRAFT_194649
PP1S223_23V6.2	3218.PP1S223_23V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=709:COIL(135|169)+COIL(278|349)+COIL(514|584)+TRANS(659|681)+	Predicted protein	5940773,A9TG04,A9TG04_PHYPA,EDQ57617.1,PHYPADRAFT_169864,PP1S223_23V6,PP1S223_23V6.1,PP1S223_23V6.2,PUT-163a-Physcomitrella_patens-40139,PUT-163a-Physcomitrella_patens-40182,PUT-163a-Physcomitrella_patens-43554636,Ppa.2048,Predicted protein,UPI000162500F,UPI00024AE01B,XM_001777522,XM_001777522.1,XP_001777574,XP_001777574.1,ppp:PHYPADRAFT_169864
PP1S223_31V6.1	3218.PP1S223_31V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=418:Pfam_Aminotran_1_2(46|412)+	Aspartate aminotransferase 	2.6.1.1,5940775,A9TG09,A9TG09_PHYPA,Aspartate aminotransferase,EC 2.6.1.1,EDQ57585.1,PHYPADRAFT_169868,PP1S223_31V6,PP1S223_31V6.1,PUT-163a-Physcomitrella_patens-41152,Ppa.543,UPI0001625106,XM_001777490,XM_001777490.1,XP_001777542,XP_001777542.1,ppp:PHYPADRAFT_169868
PP1S223_40V6.1	3218.PP1S223_40V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=498:Pfam_Phosphoesterase(26|387)+	Predicted protein	3.1.4.3,5940778,A9TG13,A9TG13_PHYPA,EC 3.1.4.3,EDQ57621.1,PHYPADRAFT_145030,PP1S223_40V6,PP1S223_40V6.1,Ppa.18622,Predicted protein,UPI000162510A,XM_001777526,XM_001777526.1,XP_001777578,XP_001777578.1,ppp:PHYPADRAFT_145030
PP1S223_56V6.1	3218.PP1S223_56V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=335:CRAL_TRIO_N(49|74)+SEC14(94|239)+	Predicted protein	5940785,A9TG24,A9TG24_PHYPA,EDQ57595.1,PHYPADRAFT_194733,PP1S223_56V6,PP1S223_56V6.1,PUT-163a-Physcomitrella_patens-12040,PUT-163a-Physcomitrella_patens-12041,Predicted protein,UPI0001625115,XP_001777552,XP_001777552.1,ppp:PHYPADRAFT_194733
PP1S224_83V6.1	3218.PP1S224_83V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=325:Pfam_Kelch_5(18|58)+Pfam_Kelch_1(73|119)+Pfam_Kelch_1(124|171)+Pfam_Kelch_1(178|220)+	Predicted protein	5940834,A9TGB9,A9TGB9_PHYPA,EDQ57568.1,PHYPADRAFT_169924,PP1S224_83V6,PP1S224_83V6.1,PP1S224_83V6.2,PUT-163a-Physcomitrella_patens-34991,Ppa.4973,Predicted protein,UPI00016246CD,UPI00024AE689,XM_001777614,XM_001777614.1,XP_001777666,XP_001777666.1,ppp:PHYPADRAFT_169924
PP1S225_71V6.1	3218.PP1S225_71V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=265:TRANS(50|72)+Pfam_ECR1_N(80|117)+S1(143|223)+	Predicted protein	5940887,A9TGH6,A9TGH6_PHYPA,EDQ57480.1,PHYPADRAFT_194863,PP1S225_71V6,PP1S225_71V6.1,PUT-163a-Physcomitrella_patens-22211,Ppa.14061,Predicted protein,UPI00024AE98E,XM_001777648,XM_001777648.1,XP_001777700,XP_001777700.1,ppp:PHYPADRAFT_194863
PP1S225_72V6.1	3218.PP1S225_72V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=312:Pfam_F-box-like(10|56)+FBA(103|293)+	Predicted protein	5940888,A9TGH7,A9TGH7_PHYPA,EDQ57481.1,PHYPADRAFT_92455,PP1S225_72V6,PP1S225_72V6.1,Predicted protein,UPI00016249C7,XM_001777649,XM_001777649.1,XP_001777701,XP_001777701.1,ppp:PHYPADRAFT_92455
PP1S225_79V6.1	3218.PP1S225_79V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=420:SIGNAL(1|27)+	Predicted protein	5940912,A9TGI1,A9TGI1_PHYPA,EDQ57505.1,PHYPADRAFT_194870,PP1S225_79V6,PP1S225_79V6.1,PUT-163a-Physcomitrella_patens-25555,PUT-163a-Physcomitrella_patens-25606,PUT-163a-Physcomitrella_patens-6265,Ppa.14707,Ppa.18896,Predicted protein,UPI00016249CB,XM_001777673,XM_001777673.1,XP_001777725,XP_001777725.1,ppp:PHYPADRAFT_194870
PP1S226_16V6.1	3218.PP1S226_16V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=349:Pfam_IMPDH(6|228)+	Predicted protein	5941000,A9TGK4,A9TGK4_PHYPA,EDQ57396.1,PHYPADRAFT_222108,PP1S226_16V6,PP1S226_16V6.1,PP1S226_16V6.2,PP1S226_16V6.3,PP1S226_16V6.4,PP1S226_16V6.5,PP1S226_16V6.6,PUT-163a-Physcomitrella_patens-26185,PUT-163a-Physcomitrella_patens-26247,PUT-163a-Physcomitrella_patens-26249,PUT-163a-Physcomitrella_patens-37585,PUT-163a-Physcomitrella_patens-46564,PWY-723,Ppa.1670,Predicted protein,UPI0001624AE3,UPI00024AEB31,UPI00024AEB32,UPI00024AEB33,UPI00024AEB34,UPI00024AEB35,XM_001777682,XM_001777682.1,XP_001777734,XP_001777734.1,ppp:PHYPADRAFT_222108
PP1S227_66V6.1	3218.PP1S227_66V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=518:Pfam_Aconitase(81|373)+Pfam_Aconitase(366|509)+	Predicted protein	4.2.1.33,4.2.1.35,5941022,A9TGU1,A9TGU1_PHYPA,EC 4.2.1.33,EC 4.2.1.35,EDQ57380.1,PHYPADRAFT_194951,PP1S227_66V6,PP1S227_66V6.1,PUT-163a-Physcomitrella_patens-14385,PUT-163a-Physcomitrella_patens-16811,PUT-163a-Physcomitrella_patens-27328,PUT-163a-Physcomitrella_patens-27950,PUT-163a-Physcomitrella_patens-27952,PUT-163a-Physcomitrella_patens-28654638,PUT-163a-Physcomitrella_patens-29154633,PUT-163a-Physcomitrella_patens-29154634,Ppa.6643,Predicted protein,UPI0001625215,XM_001777790,XM_001777790.1,XP_001777842,XP_001777842.1,ppp:PHYPADRAFT_194951
PP1S22_14V6.1	3218.PP1S22_14V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=530:TRANS(11|33)+Pfam_p450(88|523)+	Predicted protein; Belongs to the cytochrome P450 family	5919592,A9RQU3,A9RQU3_PHYPA,EDQ78796.1,PHYPADRAFT_177185,PP1S22_14V6,PP1S22_14V6.1,PUT-163a-Physcomitrella_patens-34950,PUT-163a-Physcomitrella_patens-3524,Ppa.9021,Predicted protein,UPI000162010C,XM_001756348,XM_001756348.1,XP_001756400,XP_001756400.1,ppp:PHYPADRAFT_177185
PP1S22_315V6.1	3218.PP1S22_315V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=187:Pfam_Acetyltransf_10(47|181)+	Predicted protein	5919562,A9RQM6,A9RQM6_PHYPA,EDQ78756.1,PHYPADRAFT_117862,PP1S22_315V6,PP1S22_315V6.1,Predicted protein,UPI000161FF87,XM_001756308,XM_001756308.1,XP_001756360,XP_001756360.1,ppp:PHYPADRAFT_117862
PP1S235_102V6.1	3218.PP1S235_102V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=562:S_TKc(25|326)+	Predicted protein	2.7.11.22,2.7.11.23,5915351,5941491,A9RDY5,A9RDY5_PHYPA,A9TI36,A9TI36_PHYPA,EC 2.7.11.22,EC 2.7.11.23,EDQ56947.1,EDQ83079.1,PHYPADRAFT_112137,PHYPADRAFT_170206,PP1S235_102V6,PP1S235_102V6.1,PUT-163a-Physcomitrella_patens-30525,Ppa.14898,Ppa.18,Predicted protein,UPI0001625CBA,XM_001752294,XM_001752294.1,XM_001778228,XM_001778228.1,XP_001752346,XP_001752346.1,XP_001778280,XP_001778280.1,ppp:PHYPADRAFT_170206
PP1S235_86V6.1	3218.PP1S235_86V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=345:Pfam_HAD_2(107|306)+	Predicted protein	3.1.3.29,5941444,A9TI28,A9TI28_PHYPA,EC 3.1.3.29,EDQ56911.1,PHYPADRAFT_170201,PP1S235_86V6,PP1S235_86V6.1,PUT-163a-Physcomitrella_patens-30395,Ppa.2373,Predicted protein,UPI0001625CB2,XM_001778192,XM_001778192.1,XP_001778244,XP_001778244.1,ppp:PHYPADRAFT_170201
PP1S235_95V6.1	3218.PP1S235_95V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=547:TRANS(20|42)+Pfam_p450(94|537)+	Predicted protein; Belongs to the cytochrome P450 family	5941447,A9TI34,A9TI34_PHYPA,EDQ56946.1,PHYPADRAFT_195286,PP1S235_95V6,PP1S235_95V6.1,Predicted protein,UPI0001625CB8,XM_001778227,XM_001778227.1,XP_001778279,XP_001778279.1,ppp:PHYPADRAFT_195286
PP1S237_14V6.1	3218.PP1S237_14V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=376:Pfam_3Beta_HSD(29|209)+	Predicted protein	5.1.3.-,5.1.3.18,5941574,A9TIB8,A9TIB8_PHYPA,EC 5.1.3.-,EC 5.1.3.18,EDQ56799.1,PHYPADRAFT_170239,PP1S237_14V6,PP1S237_14V6.1,PUT-163a-Physcomitrella_patens-22507,PUT-163a-Physcomitrella_patens-32309,PUT-163a-Physcomitrella_patens-40046,PUT-163a-Physcomitrella_patens-40151,PUT-163a-Physcomitrella_patens-40152,PUT-163a-Physcomitrella_patens-49729,PUT-163a-Physcomitrella_patens-9453,Ppa.5483,Predicted protein,UPI000162621E,XM_001778296,XM_001778296.1,XP_001778348,XP_001778348.1,ppp:PHYPADRAFT_170239
PP1S238_76V6.3	3218.PP1S238_76V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=333:Pfam_PPTA(62|89)+Pfam_PPTA(97|124)+Pfam_PPTA(133|160)+Pfam_PPTA(167|194)+	Predicted protein	2.5.1.58,2.5.1.59,5941631,A9TIK1,A9TIK1_PHYPA,EC 2.5.1.58,EC 2.5.1.59,EDQ56795.1,PHYPADRAFT_195400,PP1S238_76V6,PP1S238_76V6.1,PP1S238_76V6.2,PP1S238_76V6.3,PUT-163a-Physcomitrella_patens-39193,PUT-163a-Physcomitrella_patens-51938,Ppa.5551,Predicted protein,UPI0001625684,XM_001778385,XM_001778385.1,XP_001778437,XP_001778437.1,ppp:PHYPADRAFT_195400
PP1S239_45V6.1	3218.PP1S239_45V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=524:Pfam_NTP_transferase(95|370)+	Glucose-1-phosphate adenylyltransferase; This protein plays a role in synthesis of starch. It catalyzes the synthesis of the activated glycosyl donor, ADP- glucose from Glc-1-P and ATP	2.7.7.27,5941659,A9TIM8,A9TIM8_PHYPA,ADP-glucose pyrophosphorylase,EC 2.7.7.27,EDQ56724.1,Glucose-1-phosphate adenylyltransferase,PHYPADRAFT_108225,PP1S239_45V6,PP1S239_45V6.1,PUT-163a-Physcomitrella_patens-30054640,Ppa.7864,UPI0001625893,XM_001778397,XM_001778397.1,XP_001778449,XP_001778449.1,ppp:PHYPADRAFT_108225
PP1S23_275V6.1	3218.PP1S23_275V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=489:TRANS(28|50)+Pfam_EGF_alliinase(70|125)+Pfam_Aminotran_1_2(159|482)+	Predicted protein	5919793,A9RR67,A9RR67_PHYPA,EDQ78647.1,PHYPADRAFT_204939,PP1S23_275V6,PP1S23_275V6.1,PUT-163a-Physcomitrella_patens-37770,PUT-163a-Physcomitrella_patens-45496,PUT-163a-Physcomitrella_patens-51746,Ppa.3437,Predicted protein,UPI00016202AD,XM_001756641,XM_001756641.1,XP_001756693,XP_001756693.1,ppp:PHYPADRAFT_204939
PP1S241_58V6.1	3218.PP1S241_58V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=119:Pfam_Rotamase(11|119)+	Peptidyl-prolyl cis-trans isomerase	5.2.1.8,5941769,A9TJ01,A9TJ01_PHYPA,EC 5.2.1.8,EDQ56584.1,PHYPADRAFT_108242,PP1S241_58V6,PP1S241_58V6.1,PUT-163a-Physcomitrella_patens-13578,Peptidyl-prolyl cis-trans isomerase,Ppa.7602,Predicted protein,UPI0001625EF1,XM_001778502,XM_001778502.1,XP_001778554,XP_001778554.1,ppp:PHYPADRAFT_108242
PP1S242_94V6.1	3218.PP1S242_94V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=152:Pfam_Ribosomal_S13(14|142)+	Predicted protein; Belongs to the universal ribosomal protein uS13 family	5917837,5940323,5941836,A9RKQ8,A9RKQ8_PHYPA,PHYPADRAFT_175952,PHYPADRAFT_194376,PHYPADRAFT_195584,PP1S242_94V6,PP1S242_94V6.1,PUT-163a-Physcomitrella_patens-41064,PUT-163a-Physcomitrella_patens-41065,Ppa.5506,Predicted protein,XM_001778618,XM_001778618.1,XP_001754723,XP_001754723.1,XP_001777087.1,XP_001778670,XP_001778670.1,ppp:PHYPADRAFT_175952
PP1S248_38V6.1	3218.PP1S248_38V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=328:Pfam_TauD(27|326)+	Predicted protein	5942176,A9TK28,A9TK28_PHYPA,EDQ56229.1,PHYPADRAFT_110413,PP1S248_38V6,PP1S248_38V6.1,PP1S248_38V6.2,PUT-163a-Physcomitrella_patens-39263,PUT-163a-Physcomitrella_patens-47009,Ppa.3049,Predicted protein,UPI000162559A,XM_001778922,XM_001778922.1,XP_001778974,XP_001778974.1,ppp:PHYPADRAFT_110413
PP1S248_87V6.2	3218.PP1S248_87V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=434:Pfam_HlyIII(110|412)+	Predicted protein	5942186,A9TK48,A9TK48_PHYPA,EDQ56221.1,PHYPADRAFT_223068,PP1S248_87V6,PP1S248_87V6.1,PP1S248_87V6.2,PUT-163a-Physcomitrella_patens-37543,Predicted protein,UPI00016256A4,XP_001778966,XP_001778966.1,ppp:PHYPADRAFT_223068
PP1S248_99V6.1	3218.PP1S248_99V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=343:Pfam_SPRY(137|258)+	Predicted protein	5942187,A9TK50,A9TK50_PHYPA,EDQ56240.1,PHYPADRAFT_93812,PP1S248_99V6,PP1S248_99V6.1,Predicted protein,UPI00024B0FF7,XP_001778985,XP_001778985.1,ppp:PHYPADRAFT_93812
PP1S24_173V6.1	3218.PP1S24_173V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=109:Pfam_V-ATPase_G(4|108)+	V-type proton ATPase subunit G; Catalytic subunit of the peripheral V1 complex of vacuolar ATPase (V-ATPase). V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells	5919936,A9RRP0,A9RRP0_PHYPA,EDQ78362.1,PHYPADRAFT_177548,PP1S24_173V6,PP1S24_173V6.1,PUT-163a-Physcomitrella_patens-5568,Ppa.6240,Predicted protein,UPI0001620098,V-type proton ATPase subunit G,XM_001756713,XM_001756713.1,XP_001756765,XP_001756765.1,ppp:PHYPADRAFT_177548
PP1S24_189V6.1	3218.PP1S24_189V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=535:COIL(32|63)+Pfam_Myb_DNA-binding(296|347)+	Predicted protein	5919937,A9RRP7,A9RRP7_PHYPA,EDQ78368.1,PHYPADRAFT_160637,PP1S24_189V6,PP1S24_189V6.1,Ppa.17539,Predicted protein,UPI000162009F,XM_001756719,XM_001756719.1,XP_001756771,XP_001756771.1,ppp:PHYPADRAFT_160637
PP1S253_38V6.1	3218.PP1S253_38V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=247:Pfam_Ribosomal_S6e(1|128)+COIL(189|218)+	40S ribosomal protein S6 ; Belongs to the eukaryotic ribosomal protein eS6 family	40S ribosomal protein S6,5942419,A9TKT5,A9TKT5_PHYPA,PHYPADRAFT_147056,PHYPADRAFT_39396,PHYPADRAFT_94061,PP1S253_38V6,PP1S253_38V6.1,PUT-163a-Physcomitrella_patens-63454635,PUT-163a-Physcomitrella_patens-63554641,PUT-163a-Physcomitrella_patens-63654632,PUT-163a-Physcomitrella_patens-72154632,Ppa.72,XP_001779222,XP_001779222.1,ppp:PHYPADRAFT_94061
PP1S254_31V6.1	3218.PP1S254_31V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=193:Pfam_Rer1(19|179)+	Protein RER1; Involved in the retrieval of endoplasmic reticulum membrane proteins from the early Golgi compartment	5942465,A9TKW2,A9TKW2_PHYPA,EDQ55925.1,PHYPADRAFT_170642,PP1S254_31V6,PP1S254_31V6.1,PUT-163a-Physcomitrella_patens-24338,Ppa.2223,Predicted protein,Protein RER1,UPI00016255A8,XM_001779185,XM_001779185.1,XP_001779237,XP_001779237.1,ppp:PHYPADRAFT_170642
PP1S254_32V6.1	3218.PP1S254_32V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=220:Pfam_REF(4|205)+	Predicted protein	5942443,A9TKW3,A9TKW3_PHYPA,EDQ55949.1,PHYPADRAFT_223264,PP1S254_32V6,PP1S254_32V6.1,PUT-163a-Physcomitrella_patens-43754635,PUT-163a-Physcomitrella_patens-43854641,Ppa.3528,Predicted protein,UPI00016255A9,XM_001779209,XM_001779209.1,XP_001779261,XP_001779261.1,ppp:PHYPADRAFT_223264
PP1S257_108V6.1	3218.PP1S257_108V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=713:TRANS(40|62)+Pfam_SSF(76|498)+TRANS(528|550)+TRANS(589|611)+TRANS(621|643)+COIL(688|712)+	Predicted protein; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family	5942597,A9TLE5,A9TLE5_PHYPA,EDQ55786.1,PHYPADRAFT_223402,PP1S257_108V6,PP1S257_108V6.1,PUT-163a-Physcomitrella_patens-39686,PUT-163a-Physcomitrella_patens-53054638,Ppa.1072,Predicted protein,UPI0001626140,XM_001779344,XM_001779344.1,XP_001779396,XP_001779396.1,ppp:PHYPADRAFT_223402
PP1S257_12V6.1	3218.PP1S257_12V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=265:Pfam_PNP_UDP_1(22|254)+	Predicted protein	3.2.2.16,5942635,A9TL88,A9TL88_PHYPA,EC 3.2.2.16,EDQ55790.1,PHYPADRAFT_223344,PP1S257_12V6,PP1S257_12V6.1,PUT-163a-Physcomitrella_patens-20533,PUT-163a-Physcomitrella_patens-5585,Ppa.7015,Predicted protein,UPI0001625CFD,XM_001779348,XM_001779348.1,XP_001779400,XP_001779400.1,ppp:PHYPADRAFT_223344
PP1S25_29V6.1	3218.PP1S25_29V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=438:Pfam_FAD_binding_2(10|59)+	Predicted protein	5920283,A9RS05,A9RS05_PHYPA,EDQ78216.1,PHYPADRAFT_160670,PP1S25_29V6,PP1S25_29V6.1,Predicted protein,UPI00024AC4D8,XP_001756985,XP_001756985.1,ppp:PHYPADRAFT_160670
PP1S25_363V6.1	3218.PP1S25_363V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=411:Pfam_ACP_syn_III(175|265)+Pfam_Chal_sti_synt_C(259|410)+	Predicted protein; Belongs to the chalcone/stilbene synthases family	5920171,A9RSI0,A9RSI0_PHYPA,EDQ78307.1,PHYPADRAFT_118540,PP1S25_363V6,PP1S25_363V6.1,Predicted protein,UPI0001620064,XM_001757024,XM_001757024.1,XP_001757076,XP_001757076.1,ppp:PHYPADRAFT_118540
PP1S25_74V6.1	3218.PP1S25_74V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=324:SIGNAL(1|28)+Pfam_peroxidase(47|288)+	Peroxidase; Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress	1.11.1.7,5920151,A9RS34,A9RS34_PHYPA,EC 1.11.1.7,EDQ78232.1,PHYPADRAFT_177627,PP1S25_74V6,PP1S25_74V6.1,PUT-163a-Physcomitrella_patens-14215,PUT-163a-Physcomitrella_patens-22032,PUT-163a-Physcomitrella_patens-27433,Peroxidase,Ppa.1061,Predicted protein,UPI0001620214,XM_001756949,XM_001756949.1,XP_001757001,XP_001757001.1,ppp:PHYPADRAFT_177627
PP1S266_20V6.1	3218.PP1S266_20V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=119:Pfam_Ribosomal_60s(25|118)+	Predicted protein	5943051,A9TMJ4,A9TMJ4_PHYPA,EDQ55336.1,PHYPADRAFT_196437,PP1S266_20V6,PP1S266_20V6.1,PUT-163a-Physcomitrella_patens-22544,PUT-163a-Physcomitrella_patens-48750,PUT-163a-Physcomitrella_patens-54606,PUT-163a-Physcomitrella_patens-8493,Ppa.6449,Predicted protein,UPI00016257E4,XM_001779771,XM_001779771.1,XP_001779823,XP_001779823.1,ppp:PHYPADRAFT_196437
PP1S266_2V6.1	3218.PP1S266_2V6.1	http://smart.embl.de/smart/DDt.cgi?smart=290:	Predicted protein	5943020,A9TMI0,A9TMI0_PHYPA,EDQ55328.1,PHYPADRAFT_223634,PP1S266_2V6,PP1S266_2V6.1,PUT-163a-Physcomitrella_patens-11884,PUT-163a-Physcomitrella_patens-47454641,PUT-163a-Physcomitrella_patens-47554639,Ppa.1466,Predicted protein,UPI00016257D6,XM_001779763,XM_001779763.1,XP_001779815,XP_001779815.1,ppp:PHYPADRAFT_223634
PP1S267_10V6.1	3218.PP1S267_10V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=511:Pfam_Inos-1-P_synth(311|424)+	Predicted protein	5.5.1.4,5943092,A9TMN1,A9TMN1_PHYPA,EC 5.5.1.4,EDQ55302.1,PHYPADRAFT_223663,PP1S267_10V6,PP1S267_10V6.1,PUT-163a-Physcomitrella_patens-39677,PUT-163a-Physcomitrella_patens-41154636,PUT-163a-Physcomitrella_patens-41654633,PWY-2301,PWY-6372,PWY-6580,PWY-6664,Ppa.1064,Predicted protein,UPA00823,UPI00016259F9,XM_001779835,XM_001779835.1,XP_001779887,XP_001779887.1,ppp:PHYPADRAFT_223663
PP1S269_30V6.2	3218.PP1S269_30V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=393:Pfam_CDP-OH_P_transf(45|120)+TRANS(140|162)+TRANS(175|197)+TRANS(217|239)+TRANS(252|274)+TRANS(287|309)+TRANS(322|339)+TRANS(349|371)+	Predicted protein; Belongs to the CDP-alcohol phosphatidyltransferase class-I family	2.7.8.1,5943208,A9TMZ8,A9TMZ8_PHYPA,EC 2.7.8.1,EDQ55211.1,PHYPADRAFT_196555,PP1S269_30V6,PP1S269_30V6.1,PP1S269_30V6.2,PUT-163a-Physcomitrella_patens-14876,PUT-163a-Physcomitrella_patens-14877,PUT-163a-Physcomitrella_patens-25621,PUT-163a-Physcomitrella_patens-28483,Ppa.4582,Predicted protein,UPI0001626060,XM_001779950,XM_001779950.1,XP_001780002,XP_001780002.1,ppp:PHYPADRAFT_196555
PP1S26_285V6.2	3218.PP1S26_285V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=388:Pfam_Abhydrolase_1(133|376)+	Predicted protein	5920447,A9RSZ8,A9RSZ8_PHYPA,EDQ78099.1,PHYPADRAFT_177874,PP1S26_285V6,PP1S26_285V6.1,PP1S26_285V6.2,PUT-163a-Physcomitrella_patens-1012,PUT-163a-Physcomitrella_patens-43854639,Ppa.1308,Predicted protein,UPI000162075D,UPI00024ABCDE,XM_001757188,XM_001757188.1,XP_001757240,XP_001757240.1,ppp:PHYPADRAFT_177874
PP1S274_5V6.1	3218.PP1S274_5V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=280:Pfam_Ribosomal_S5(91|155)+Pfam_Ribosomal_S5_C(174|245)+	Predicted protein; Belongs to the universal ribosomal protein uS5 family	5943399,A9TNL0,A9TNL0_PHYPA,EDQ54953.1,PHYPADRAFT_196764,PP1S274_5V6,PP1S274_5V6.1,PUT-163a-Physcomitrella_patens-3032,PUT-163a-Physcomitrella_patens-39714,Ppa.4305,Predicted protein,UPI0001625D2C,XM_001780142,XM_001780142.1,XP_001780194,XP_001780194.1,ppp:PHYPADRAFT_196764
